apc_code,hcpcs_code,payment_rate,description
5116,27278,17913.59,Arthrd si jt plmt iartic dev
5116,27279,17913.59,Arthrd si jt plmt tartclr dv
5116,27280,17913.59,Arthr si jt opn b1grf instrm
5116,27290,17913.59,Amputation of leg at hip
5116,27295,17913.59,Amputation of leg at hip
5116,27487,17913.59,Revise/replace knee joint
5116,27703,17913.59,Reconstruction ankle joint
5116,28705,17913.59,Arthrodesis pantalar
5116,C8003,17913.59,Imp extar knee shck absrb
5117,0956T,27721.73,Prt crn ch cr&tun elt s-sclp
5117,0960T,27721.73,Rpl s-sclp eltr ra rcvr&tlmt
5117,20696,27721.73,App mltpln uni xtrnl fix 1st
5117,21243,27721.73,Reconstruction of jaw joint
5117,22558,27721.73,Arthrd ant ntrbd min dsc lum
5117,22630,27721.73,Arthrd pst tq 1ntrspc lum
5117,22633,27721.73,Arthrd cmbn 1ntrspc lumbar
5117,27702,27721.73,Reconstruct ankle joint
5151,31231,203.93,Nasal endoscopy dx
5151,31505,203.93,Diagnostic laryngoscopy
5151,31511,203.93,Remove foreign body larynx
5151,31575,203.93,Diagnostic laryngoscopy
5151,31899,203.93,Unlisted px trachea bronchi
5151,92511,203.93,Nasopharyngoscopy
5152,31233,399.59,Nsl/sins ndsc dx max sinusc
5152,31513,399.59,Injection into vocal cord
5152,31515,399.59,Laryngoscopy for aspiration
5152,31520,399.59,Dx laryngoscopy newborn
5152,31577,399.59,Largsc w/rmvl foreign bdy(s)
5152,31579,399.59,Laryngoscopy telescopic
5152,31646,399.59,Brnchsc w/ther aspir sbsq
5152,31717,399.59,Bronchial brush biopsy
5153,31235,1818.45,Nsl/sins ndsc dx sphn sinusc
5153,31237,1818.45,Nsl/sins ndsc surg bx polypc
5153,31238,1818.45,Nsl/sins ndsc srg nsl hemrrg
5153,31240,1818.45,Nsl/sns ndsc cnch bull rescj
5153,31241,1818.45,Nsl/sns ndsc lig sphnptn art
5153,31525,1818.45,Dx laryngoscopy excl nb
5153,31526,1818.45,Dx laryngoscopy w/oper scope
5153,31530,1818.45,Laryngoscopy w/fb removal
5153,31573,1818.45,Largsc w/ther injection
5153,31574,1818.45,Largsc w/njx augmentation
5153,31576,1818.45,Laryngoscopy with biopsy
5153,31622,1818.45,Dx bronchoscope/wash
5153,31623,1818.45,Dx bronchoscope/brush
5153,31624,1818.45,Dx bronchoscope/lavage
5153,31625,1818.45,Bronchoscopy w/biopsy(s)
5153,31635,1818.45,Bronchoscopy w/fb removal
5153,31643,1818.45,Diag bronchoscope/catheter
5153,31645,1818.45,Brnchsc w/ther aspir 1st
5153,31649,1818.45,Bronchial valve remov addl
5153,31730,1818.45,Intro windpipe wire/tube
5153,42975,1818.45,Dise eval slp do brth flx dx
5154,31239,3809.1,Nsl/sinus endoscopy surg dcr
5154,31256,3809.1,Exploration maxillary sinus
5154,31510,3809.1,Laryngoscopy with biopsy
5154,31512,3809.1,Removal of larynx lesion
5154,31527,3809.1,Laryngoscopy for treatment
5154,31528,3809.1,Laryngoscopy and dilation
5154,31529,3809.1,Laryngoscopy and dilation
5154,31531,3809.1,Laryngoscopy w/fb & op scope
5154,31535,3809.1,Laryngoscopy w/biopsy
5154,31536,3809.1,Laryngoscopy w/bx & op scope
5154,31540,3809.1,Laryngoscopy w/exc of tumor
5154,31541,3809.1,Larynscop w/tumr exc + scope
5154,31545,3809.1,Remove vc lesion w/scope
5154,31570,3809.1,Laryngoscope w/vc inj
5154,31571,3809.1,Laryngoscop w/vc inj + scope
5154,31572,3809.1,Largsc w/laser dstrj les
5154,31578,3809.1,Largsc w/removal lesion
5154,31628,3809.1,Bronchoscopy/lung bx each
5154,31629,3809.1,Bronchoscopy/needle bx each
5154,31630,3809.1,Bronchoscopy dilate/fx repr
5154,31640,3809.1,Bronchoscopy w/tumor excise
5154,31641,3809.1,Bronchoscopy treat blockage
5154,31648,3809.1,Bronchial valve remov init
5154,31652,3809.1,Bronch ebus samplng 1/2 node
5154,31653,3809.1,Bronch ebus samplng 3/> node
5155,31253,7210.32,Nsl/sins ndsc total
5155,31254,7210.32,Nsl/sins ndsc w/prtl ethmdct
5155,31255,7210.32,Nsl/sins ndsc w/tot ethmdct
5155,31257,7210.32,Nsl/sins ndsc tot w/sphendt
5155,31259,7210.32,Nsl/sins ndsc sphn tiss rmvl
5155,31267,7210.32,Endoscopy maxillary sinus
5155,31276,7210.32,Nsl/sins ndsc frnt tiss rmvl
5155,31287,7210.32,Nasal/sinus endoscopy surg
5155,31288,7210.32,Nasal/sinus endoscopy surg
5155,31292,7210.32,Nsl/sins ndsc med/inf dcmprn
5155,31293,7210.32,Nsl/sins ndsc med&inf dcmprn
5155,31294,7210.32,Nsl/sins ndsc surg on dcmprn
5155,31295,7210.32,Nsl/sins ndsc surg max sins
5155,31296,7210.32,Nsl/sins ndsc surg frnt sins
5155,31297,7210.32,Nsl/sins ndsc surg sphn sins
5155,31298,7210.32,Nsl/sins ndsc surg frnt&sphn
5155,31546,7210.32,Remove vc lesion scope/graft
5155,31560,7210.32,Laryngoscop w/arytenoidectom
5155,31561,7210.32,Larynscop remve cart + scop
5155,31626,7210.32,Bronchoscopy w/markers
5155,31631,7210.32,Bronchoscopy dilate w/stent
5155,31634,7210.32,Bronch w/balloon occlusion
5155,31636,7210.32,Bronchoscopy bronch stents
5155,31638,7210.32,Bronchoscopy revise stent
5155,31647,7210.32,Bronchial valve init insert
5155,31660,7210.32,Bronch thermoplsty 1 lobe
5155,31661,7210.32,Bronch thermoplsty 2/> lobes
5161,21085,241.98,Impres&prep oral surg splint
5161,21089,241.98,Unlisted maxlfcl prosth px
5161,21299,241.98,Unlisted cranfcl&maxlfcl px
5161,21499,241.98,Unlisted muscskel px head
5161,21899,241.98,Unlisted px neck/thorax
5161,30000,241.98,Drainage of nose lesion
5161,30906,241.98,Repeat control of nosebleed
5161,30999,241.98,Unlisted procedure nose
5161,31000,241.98,Irrigation maxillary sinus
5161,31299,241.98,Unlisted px accessory sinus
5161,31500,241.98,Insert emergency airway
5161,31502,241.98,Change of windpipe airway
5161,31599,241.98,Unlisted procedure larynx
5161,31605,241.98,Emer tracheostomy cthyr mem
5161,40490,241.98,Biopsy of lip
5161,40799,241.98,Unlisted procedure lips
5161,40830,241.98,Repair mouth laceration
5161,40899,241.98,Unlisted px vestibule mouth
5161,41005,241.98,Drainage of mouth lesion
5161,41251,241.98,Repair tongue laceration
5161,41252,241.98,Repair tongue laceration
5161,41599,241.98,Unlisted px tongue flr mouth
5161,41899,241.98,Unlisted px dentalvlr strux
5161,42000,241.98,Drainage mouth roof lesion
5161,42299,241.98,Unlisted px palate uvula
5161,42699,241.98,Unlisted px salivry glnd/dux
5161,42700,241.98,I&d abscess peritonsillar
5161,42970,241.98,Control nose/throat bleeding
5161,42999,241.98,Unlisted px phrnx adnd/tnsl
5161,69100,241.98,Biopsy of external ear
5161,69399,241.98,Unlisted px external ear
5161,69420,241.98,Incision of eardrum
5161,69799,241.98,Unlisted px middle ear
5161,69949,241.98,Unlisted px inner ear
5161,69979,241.98,Unlisted px temporal bone
5161,D4999,241.98,Unspecified periodontal proc
5162,20100,551.01,Expl pentrg wound neck
5162,21400,551.01,Closed tx orbit w/o manipulj
5162,21450,551.01,Cltx mndblr fx w/o mnpj
5162,30020,551.01,Drainage of nose lesion
5162,30200,551.01,Injection treatment of nose
5162,30560,551.01,Lysis intranasal synechia
5162,31615,551.01,Trcheobrnchsc est trachs inc
5162,40650,551.01,Rpr lip fth vermilion only
5162,40652,551.01,Rpr lip fth<half ver height
5162,40801,551.01,Drainage of mouth lesion
5162,40805,551.01,Removal foreign body mouth
5162,40806,551.01,Incision of lip fold
5162,40808,551.01,Biopsy of mouth lesion
5162,40818,551.01,Excise oral mucosa for graft
5162,40831,551.01,Repair mouth laceration
5162,41000,551.01,Drainage of mouth lesion
5162,41009,551.01,Drainage of mouth lesion
5162,41015,551.01,Drainage of mouth lesion
5162,41100,551.01,Biopsy of tongue
5162,42180,551.01,Repair lac palate<2 cm
5162,42280,551.01,Preparation palate mold
5162,42310,551.01,Drainage of salivary gland
5162,42320,551.01,Drainage of salivary gland
5162,42660,551.01,Dilation of salivary duct
5162,42960,551.01,Control throat bleeding
5162,69222,551.01,Clean out mastoid cavity
5162,69433,551.01,Create eardrum opening
5162,92502,551.01,Ear and throat examination
5163,0583T,1585.19,Tmpst auto tube dlvr sys
5163,20500,1585.19,Njx sinus tract therapeutic
5163,21073,1585.19,Mnpj of tmj w/anesth
5163,21076,1585.19,Impres&prep surg obt prosth
5163,21110,1585.19,Interdental fixation
5163,21295,1585.19,Revision of jaw muscle/bone
5163,21315,1585.19,Clsd tx nsl fx mnpj wo stblj
5163,21345,1585.19,Closed tx nose/jaw fx
5163,21401,1585.19,Closed tx orbit w/manipulj
5163,21451,1585.19,Cltx mndblr fx w/mnpj
5163,21485,1585.19,Cltx tmprmand dislc comp
5163,21497,1585.19,Interdental wirg oth/thn fx
5163,30100,1585.19,Intranasal biopsy
5163,30110,1585.19,Removal of nose polyp(s)
5163,30124,1585.19,Removal of nose lesion
5163,30210,1585.19,Nasal sinus therapy
5163,30220,1585.19,Insert nasal septal button
5163,30320,1585.19,Remove nasal foreign body
5163,30801,1585.19,Ablate inf turbinate superf
5163,30802,1585.19,Ablate inf turbinate submuc
5163,31002,1585.19,Irrigation sphenoid sinus
5163,31201,1585.19,Removal of ethmoid sinus
5163,31603,1585.19,Emer tracheostomy ttrach
5163,40654,1585.19,Rpr lip fth>1half ver ht/cpx
5163,40812,1585.19,Excise/repair mouth lesion
5163,40819,1585.19,Excise lip or cheek fold
5163,41006,1585.19,Drainage of mouth lesion
5163,41007,1585.19,Drainage of mouth lesion
5163,41010,1585.19,Incision of tongue fold
5163,41018,1585.19,Drainage of mouth lesion
5163,41115,1585.19,Excision of tongue fold
5163,41805,1585.19,Removal foreign body gum
5163,41806,1585.19,Removal foreign body jawbone
5163,41821,1585.19,Excision of gum flap
5163,41822,1585.19,Excision of gum lesion
5163,41828,1585.19,Excision of gum lesion
5163,41850,1585.19,Treatment of gum lesion
5163,41870,1585.19,Periodontal mucosal grafting
5163,42100,1585.19,Biopsy roof of mouth
5163,42300,1585.19,Drainage of salivary gland
5163,42405,1585.19,Biopsy of salivary gland
5163,42650,1585.19,Dilation of salivary duct
5163,42800,1585.19,Biopsy of throat
5163,42900,1585.19,Repair throat wound
5163,42955,1585.19,Surgical opening of throat
5163,43020,1585.19,Incision of esophagus
5163,60000,1585.19,I&d thyroglssl dux cst infct
5163,69105,1585.19,Biopsy of external ear canal
5163,69436,1585.19,Create eardrum opening
5163,69540,1585.19,Excision aural polyp
5163,69610,1585.19,Tympanic membrane repair
5163,69700,1585.19,Close mastoid fistula
5163,69801,1585.19,Incise inner ear
5163,C9727,1585.19,Insert palate implants
5163,D4231,1585.19,Ana crown exp 1-3 per quad
5163,D4241,1585.19,Gngvl flap w rootplan 1-3 th
5163,D4245,1585.19,Apically positioned flap
5163,D4266,1585.19,Guided tiss regen resorble
5163,D4267,1585.19,Guided tiss regen nonresorb
5163,D4270,1585.19,Pedicle soft tissue graft pr
5163,D4273,1585.19,Auto tissue graft 1st tooth
5163,D4275,1585.19,Non-auto graft 1st tooth
5163,D4276,1585.19,Con tissue w pedicle graft
5163,D4277,1585.19,Soft tissue graft firsttooth
5163,D7210,1585.19,Rem imp tooth w mucoper flp
5163,D7251,1585.19,Coronectomy
5163,D7310,1585.19,Alveoplasty w/ extraction
5163,D7311,1585.19,Alveoloplasty w/extract 1-3
5163,D7320,1585.19,Alveoplasty w/o extraction
5163,D7321,1585.19,Alveoloplasty not w/extracts
5163,D7410,1585.19,Rad exc lesion up to 1.25 cm
5163,D7411,1585.19,Excision benign lesion>1.25c
5163,D7412,1585.19,Excision benign lesion compl
5163,D7413,1585.19,Excision malig lesion<=1.25c
5163,D7414,1585.19,Excision malig lesion>1.25cm
5163,D7415,1585.19,Excision malig les complicat
5164,0964T,3387.27,I&cust prep jaw xpnsj 1arch
5164,0965T,3387.27,I&cst prp jw xpn dl arch non
5164,0966T,3387.27,I&cst prp jw xpn dl arch fxd
5164,21010,3387.27,Incision of jaw joint
5164,21029,3387.27,Contour of face bone lesion
5164,21031,3387.27,Remove exostosis mandible
5164,21032,3387.27,Remove exostosis maxilla
5164,21040,3387.27,Excise mandible lesion
5164,21079,3387.27,Impres&prep intrm obt prosth
5164,21080,3387.27,Impres&prep def obt prosth
5164,21082,3387.27,Impres&prep paltl aug prosth
5164,21083,3387.27,Impres&prep paltl lft prosth
5164,21084,3387.27,Impres&prep sp aid prosth
5164,21086,3387.27,Impres&prep auricular prosth
5164,21088,3387.27,Impres&prep facial prosth
5164,21121,3387.27,Geniop sldg osteot 1
5164,21123,3387.27,Geniop sldg augmentation
5164,21137,3387.27,Rdctj forehead cntrg only
5164,21280,3387.27,Medial canthopexy
5164,21282,3387.27,Lateral canthopexy
5164,21296,3387.27,Revision of jaw muscle/bone
5164,21320,3387.27,Clsd tx nsl fx w/mnpj&stablj
5164,21325,3387.27,Open tx nose fx uncomplicatd
5164,21335,3387.27,Open tx nose & septal fx
5164,21337,3387.27,Closed tx septal&nose fx
5164,21340,3387.27,Perq tx nasoethmoid fx
5164,21355,3387.27,Perq tx malar fracture
5164,21421,3387.27,Cltx palatal/max fx wire fix
5164,21440,3387.27,Cltx mndblr/max alv ridge fx
5164,21490,3387.27,Optx tmprmand dislocation
5164,30115,3387.27,Removal of nose polyp(s)
5164,30117,3387.27,Removal of intranasal lesion
5164,30118,3387.27,Removal of intranasal lesion
5164,30120,3387.27,Revision of nose
5164,30130,3387.27,Excise inferior turbinate
5164,30140,3387.27,Resect inferior turbinate
5164,30310,3387.27,Remove nasal foreign body
5164,30520,3387.27,Repair of nasal septum
5164,30630,3387.27,Repair nasal septum defect
5164,30930,3387.27,Ther fx nasal inf turbinate
5164,31020,3387.27,Exploration maxillary sinus
5164,31205,3387.27,Removal of ethmoid sinus
5164,31300,3387.27,Removal of larynx lesion
5164,31600,3387.27,Planned tracheostomy
